epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,54.7531,1.05616,1.65829,1.09299,0.38256,0.19901,0.2274,0.15195,1.63848,2.9829,1.60497,0.000869024,0.000869024,0.000869024
24,56.8637,1.03751,1.5878,1.07699,0.71381,0.19627,0.21458,0.13152,1.76754,3.27491,1.62856,0.000858025,0.000858025,0.000858025
25,58.9278,1.05161,1.69743,1.09225,0.5267,0.23091,0.22293,0.13757,1.76563,3.23652,1.64603,0.000847026,0.000847026,0.000847026
26,61.0501,1.05937,1.56726,1.08637,0.31836,0.23091,0.238,0.14546,1.67438,3.02218,1.58357,0.000836027,0.000836027,0.000836027
27,63.1672,0.99289,1.57591,1.09641,0.34594,0.25245,0.25877,0.1578,1.6546,2.94013,1.55235,0.000825029,0.000825029,0.000825029
28,65.3055,0.97145,1.38753,1.07251,0.51829,0.23418,0.26047,0.14526,1.64942,2.8885,1.52288,0.00081403,0.00081403,0.00081403
29,67.4427,0.95553,1.43368,1.06344,0.40791,0.25407,0.27123,0.16469,1.62401,2.75652,1.49345,0.000803031,0.000803031,0.000803031
30,69.6391,1.03214,1.49719,1.06923,0.3356,0.30162,0.30164,0.19173,1.52885,2.56115,1.3951,0.000792032,0.000792032,0.000792032
31,71.8149,1.0403,1.54337,1.06383,0.3468,0.29051,0.27963,0.16717,1.62669,2.61452,1.46005,0.000781033,0.000781033,0.000781033
32,73.9294,0.96882,1.51093,1.01398,0.33155,0.30788,0.28415,0.17915,1.64923,2.33404,1.4769,0.000770034,0.000770034,0.000770034
33,76.0749,0.97216,1.40301,1.07168,0.37233,0.34488,0.28673,0.17033,1.65087,2.21671,1.5021,0.000759035,0.000759035,0.000759035
34,78.2889,0.97573,1.4237,1.06339,0.41245,0.35383,0.28151,0.15909,1.65675,2.24141,1.54701,0.000748036,0.000748036,0.000748036
35,80.4962,0.93916,1.41429,1.08161,0.33019,0.3602,0.255,0.16114,1.63818,2.28722,1.55179,0.000737037,0.000737037,0.000737037
36,82.6881,0.96798,1.47357,1.08621,0.25631,0.31467,0.24513,0.15513,1.71333,2.40656,1.56412,0.000726038,0.000726038,0.000726038
37,84.8476,0.89594,1.34241,1.02026,0.22763,0.29354,0.2472,0.16226,1.71863,2.35024,1.528,0.00071504,0.00071504,0.00071504
38,87.0801,0.91118,1.312,1.02755,0.35044,0.26769,0.27346,0.18731,1.74678,2.42635,1.57281,0.000704041,0.000704041,0.000704041
39,89.3904,0.85604,1.23795,1.02119,0.27925,0.3198,0.25997,0.17732,1.66504,2.36725,1.53913,0.000693042,0.000693042,0.000693042
40,91.5913,0.89023,1.26423,1.00412,0.44019,0.27018,0.25099,0.18155,1.64411,2.39663,1.50268,0.000682043,0.000682043,0.000682043
41,93.7018,0.93293,1.30889,1.03477,0.39331,0.27232,0.24757,0.1813,1.58723,2.38569,1.46564,0.000671044,0.000671044,0.000671044
42,95.8998,0.85858,1.1453,0.994,0.2875,0.25582,0.22161,0.16201,1.63076,2.59317,1.53435,0.000660045,0.000660045,0.000660045
43,98.1276,0.91749,1.21001,1.01533,0.24742,0.22542,0.22244,0.16122,1.60023,2.58772,1.54012,0.000649046,0.000649046,0.000649046
44,100.344,0.90283,1.20709,1.00606,0.2563,0.22206,0.21653,0.16576,1.57635,2.53983,1.52586,0.000638047,0.000638047,0.000638047
45,102.539,0.88653,1.29848,1.01662,0.23704,0.20987,0.22482,0.16716,1.55698,2.56473,1.51679,0.000627048,0.000627048,0.000627048
46,104.764,0.86476,1.17592,0.99455,0.38177,0.2723,0.25017,0.18092,1.60662,2.49501,1.6175,0.000616049,0.000616049,0.000616049
47,106.988,0.80117,1.10227,0.97261,0.36955,0.30822,0.26167,0.17095,1.71478,2.39602,1.67597,0.000605051,0.000605051,0.000605051
48,109.193,0.825,1.15161,1.01599,0.3286,0.23873,0.24103,0.1591,1.80878,2.42678,1.71211,0.000594052,0.000594052,0.000594052
49,111.344,0.82392,1.12805,0.98024,0.33493,0.23638,0.23394,0.15765,1.84586,2.44568,1.73292,0.000583053,0.000583053,0.000583053
50,113.533,0.85388,1.1707,0.98868,0.44231,0.24202,0.25583,0.17132,1.78829,2.45208,1.68291,0.000572054,0.000572054,0.000572054
51,115.736,0.89868,1.27397,1.03977,0.46499,0.24202,0.27676,0.19548,1.71284,2.36535,1.60795,0.000561055,0.000561055,0.000561055
52,117.952,0.8685,1.20801,1.02412,0.291,0.33798,0.27525,0.18603,1.6951,2.36492,1.62383,0.000550056,0.000550056,0.000550056
53,120.165,0.83848,1.10985,0.95848,0.34738,0.3141,0.27904,0.19084,1.65292,2.3128,1.57668,0.000539057,0.000539057,0.000539057
54,122.457,0.82763,1.12401,0.98975,0.40347,0.2874,0.2305,0.16604,1.69252,2.35989,1.56904,0.000528058,0.000528058,0.000528058
55,124.72,0.81417,1.13995,1.00091,0.39129,0.28875,0.26415,0.18287,1.63995,2.33139,1.51442,0.000517059,0.000517059,0.000517059
56,126.932,0.80927,0.99588,0.98214,0.36809,0.27878,0.27629,0.19327,1.67507,2.47233,1.56912,0.00050606,0.00050606,0.00050606
57,129.103,0.79638,1.06143,0.97423,0.40919,0.32587,0.27986,0.19991,1.71297,2.48769,1.61428,0.000495062,0.000495062,0.000495062
58,131.348,0.83234,1.04622,1.00946,0.39284,0.33495,0.26356,0.19072,1.65025,2.51619,1.55426,0.000484063,0.000484063,0.000484063
59,133.566,0.81095,1.05545,0.98141,0.36045,0.32813,0.25913,0.19309,1.57961,2.48906,1.49624,0.000473064,0.000473064,0.000473064
60,135.779,0.77626,1.04797,0.99019,0.38651,0.2998,0.26002,0.17948,1.5667,2.53311,1.51717,0.000462065,0.000462065,0.000462065
61,137.992,0.80345,0.96137,0.95503,0.36163,0.2998,0.25683,0.17852,1.54701,2.57791,1.49634,0.000451066,0.000451066,0.000451066
62,140.216,0.80755,0.98193,0.98923,0.36058,0.2998,0.27586,0.1842,1.57955,2.62322,1.48761,0.000440067,0.000440067,0.000440067
63,142.454,0.78179,0.93234,0.96581,0.40889,0.3198,0.28651,0.17846,1.6456,2.54342,1.52297,0.000429068,0.000429068,0.000429068
64,144.64,0.77332,0.96144,0.94457,0.4263,0.31235,0.2862,0.17712,1.7309,2.44486,1.57068,0.000418069,0.000418069,0.000418069
65,146.799,0.79641,0.98654,0.95635,0.41478,0.3116,0.28099,0.18149,1.72168,2.3735,1.57113,0.00040707,0.00040707,0.00040707
66,148.981,0.70208,0.9343,0.93442,0.36945,0.31714,0.27426,0.17912,1.72887,2.30974,1.59428,0.000396071,0.000396071,0.000396071
67,151.175,0.78172,0.95901,0.98179,0.40108,0.3198,0.28098,0.18138,1.75824,2.37663,1.6129,0.000385073,0.000385073,0.000385073
68,153.422,0.78119,0.92994,0.98632,0.38074,0.30572,0.25601,0.15728,1.759,2.45459,1.62527,0.000374074,0.000374074,0.000374074
69,155.602,0.81503,1.0036,0.98851,0.35578,0.29758,0.25644,0.16969,1.75792,2.54499,1.6343,0.000363075,0.000363075,0.000363075
70,157.837,0.73073,0.92864,0.9444,0.59113,0.28275,0.26792,0.19492,1.71632,2.56802,1.62131,0.000352076,0.000352076,0.000352076
71,160.117,0.71639,0.9202,0.92452,0.43754,0.28869,0.25927,0.1777,1.69489,2.50201,1.58611,0.000341077,0.000341077,0.000341077
72,162.292,0.79735,0.95359,0.9805,0.40032,0.28458,0.2578,0.15863,1.76498,2.54438,1.64165,0.000330078,0.000330078,0.000330078
73,164.428,0.69327,0.86628,0.93137,0.38579,0.28393,0.25748,0.17145,1.74166,2.61762,1.61821,0.000319079,0.000319079,0.000319079
74,166.688,0.69614,0.89149,0.93317,0.40982,0.28869,0.25791,0.17979,1.70893,2.59412,1.58608,0.00030808,0.00030808,0.00030808
75,168.936,0.73657,0.88024,0.96451,0.40796,0.30299,0.26818,0.19082,1.65925,2.50432,1.54156,0.000297081,0.000297081,0.000297081
76,171.213,0.74082,0.91504,0.94933,0.35906,0.32687,0.26004,0.1868,1.72533,2.47971,1.59018,0.000286083,0.000286083,0.000286083
77,173.386,0.71847,0.79341,0.93006,0.34544,0.32687,0.26145,0.17976,1.74725,2.47791,1.59877,0.000275084,0.000275084,0.000275084
78,175.641,0.71763,0.87127,0.94019,0.35288,0.33779,0.26203,0.17568,1.76891,2.46423,1.62192,0.000264085,0.000264085,0.000264085
79,177.927,0.68027,0.84711,0.90218,0.35207,0.33225,0.26356,0.1726,1.74414,2.46066,1.60608,0.000253086,0.000253086,0.000253086
80,180.126,0.70652,0.83324,0.94304,0.34614,0.30725,0.26313,0.17118,1.75939,2.51179,1.62378,0.000242087,0.000242087,0.000242087
81,182.288,0.68473,0.86525,0.95581,0.316,0.27525,0.26449,0.16917,1.78085,2.52815,1.64267,0.000231088,0.000231088,0.000231088
82,184.494,0.70617,0.90929,0.94527,0.30192,0.26441,0.27457,0.17543,1.84985,2.57653,1.69963,0.000220089,0.000220089,0.000220089
83,186.73,0.72373,0.91904,0.93166,0.35803,0.32687,0.2698,0.18075,1.84074,2.55567,1.71017,0.00020909,0.00020909,0.00020909
84,188.945,0.6725,0.83348,0.9472,0.37498,0.30869,0.26655,0.18737,1.74836,2.50875,1.65287,0.000198091,0.000198091,0.000198091
85,191.151,0.7604,0.903,0.99307,0.45074,0.3024,0.27695,0.19319,1.73069,2.5032,1.62183,0.000187092,0.000187092,0.000187092
86,193.43,0.71041,0.84658,0.93317,0.46352,0.30367,0.27624,0.18585,1.77294,2.49758,1.6152,0.000176094,0.000176094,0.000176094
87,195.733,0.67095,0.81831,0.93154,0.3379,0.32254,0.25285,0.16482,1.83049,2.51022,1.65402,0.000165095,0.000165095,0.000165095
88,197.971,0.68961,0.82605,0.92687,0.36564,0.3098,0.24817,0.1645,1.82624,2.50964,1.64999,0.000154096,0.000154096,0.000154096
89,200.221,0.67384,0.8105,0.93642,0.3351,0.32052,0.2457,0.16527,1.78779,2.50809,1.63039,0.000143097,0.000143097,0.000143097
90,202.456,0.6939,0.78658,0.94236,0.43814,0.2849,0.27133,0.189,1.6943,2.47707,1.59642,0.000132098,0.000132098,0.000132098
91,228.719,0.59269,0.80522,0.86709,0.38135,0.29051,0.25547,0.18142,1.66395,2.50537,1.57016,0.000121099,0.000121099,0.000121099
92,231.143,0.60122,0.79735,0.91321,0.36802,0.30517,0.25413,0.17106,1.67126,2.56672,1.55798,0.0001101,0.0001101,0.0001101
93,233.246,0.57374,0.76931,0.87423,0.37236,0.30818,0.25081,0.17062,1.67242,2.58584,1.56555,9.91012e-05,9.91012e-05,9.91012e-05
94,235.451,0.62437,0.81146,0.88276,0.38141,0.30869,0.24884,0.16609,1.67758,2.61374,1.57946,8.81023e-05,8.81023e-05,8.81023e-05
95,237.661,0.5731,0.77257,0.85738,0.40038,0.30798,0.24902,0.17083,1.6465,2.58224,1.57795,7.71034e-05,7.71034e-05,7.71034e-05
96,239.91,0.59457,0.81399,0.8795,0.3667,0.30223,0.24624,0.17824,1.65979,2.54682,1.59351,6.61045e-05,6.61045e-05,6.61045e-05
97,242.078,0.56953,0.7826,0.88115,0.39338,0.30332,0.25142,0.18189,1.6436,2.51483,1.58694,5.51056e-05,5.51056e-05,5.51056e-05
98,244.3,0.54768,0.74962,0.8669,0.39268,0.30253,0.25357,0.18835,1.63693,2.47059,1.57525,4.41067e-05,4.41067e-05,4.41067e-05
99,246.485,0.62545,0.77954,0.87863,0.39461,0.30498,0.25531,0.18784,1.62675,2.41522,1.56335,3.31078e-05,3.31078e-05,3.31078e-05
100,248.651,0.52174,0.74588,0.85393,0.38725,0.30869,0.26204,0.18798,1.64013,2.37706,1.57009,2.21089e-05,2.21089e-05,2.21089e-05
